product_id,pdt_name,product_code,unit,specification,acquire_channel,old_code
10392,注塑模组/6614/蓝/G.LIGHT,x1744947586,pcs,--,自制,""
8682,S灯带/2835-60D-7W/白10000k防水,x1735129885,M,20米卷-2卷/包-ALIVE标（1040205045）,采购,1040205045
6640,线路板/5054-6409纸/3L1R/SSA,x1738854837,pcs,--,采购,3030503011
6241,穿卡槽半成品/5054-6409纸3L2R/白0.5W/AbneR,2040613011,pcs,--,委外,
6242,穿卡槽半成品/5054-6409纸3L2R/白0.5W/CL,2040613010,pcs,--,委外,
6243,穿卡槽半成品/5054-6409纸3L2R/白0.5W/SSA,2040613009,pcs,--,委外,
6244,穿卡槽半成品/5054-6409纸3L2R/粉0.2W/POWER BY,2040624040,pcs,--,委外,
6245,穿卡槽半成品/5054-6409纸3L2R/红MLS/POWER BY,2040617040,pcs,--,委外,
6246,穿卡槽半成品/5054-6409纸3L2R/绿0.1W/POWER BY,2040622040,pcs,--,委外,
6626,线路板/5054-6409玻/3L1R/中性,x1738854652,pcs,--,采购,3031703005
6656,线路板/5054-7211纸1.0/3L1R,x1738854858,pcs,--,采购,3032803000
6684,线路板/5054-7512纸/3L4R/SSA,x1738854932,pcs,--,采购,3030306011
6689,线路板/7015/3L1R/25铜/1.0厚铝基板/6396,x1738854983,pcs,--,采购,3032703066
6771,线路板/超级模组6614/3L1R/HH-8244（0.8）竖电阻,x1738810927,pcs,--,采购,3033703119
6595,线路板/2835-6409玻/3L1R/DZ,x1738854304,pcs,--,采购,3031903055
10393,注塑模组/6614/粉/G.LIGHT,x1744947600,pcs,--,自制,""
6782,线路板/超级模组8218/3L2R2Q /HH7892（0.8）,x1738855010,pcs,--,采购,3033615143
10394,贴背胶半成品/6614/白/G.LIGHT,x1744947656,pcs,--,委外,""
8924,中间线/21支10/2.0外径/160mm/白注红并线,x1735615884,pcs,"",采购,3041211017
6252,穿卡槽半成品/5054-7211纸3L1R/冷白/SE,x1739756506,pcs,--,委外,2041539064
6247,穿卡槽半成品/5054-6409纸3L2R/蓝0.2W/AbneR,2040628011,pcs,--,委外,
6248,穿卡槽半成品/5054-6409纸3L2R/黄0.2W/AbneR,2040618011,pcs,--,委外,
6249,穿卡槽半成品/5054-6409纸3L2R/黄0.2W/CL,2040618010,pcs,--,委外,
6250,穿卡槽半成品/5054-6409纸3L2R/黄0.2WMLS/POWER BY,2040626040,pcs,--,委外,
6251,穿卡槽半成品/5054-7211纸3L1R/冷白,2041539000,pcs,--,委外,
10395,贴背胶半成品/6614/暖白/G.LIGHT,x1744947677,pcs,--,委外,""
6701,线路板/单色外露灯SMD/1L1R,x1738855610,pcs,--,采购,3031508000
3692,灯珠/2835/暖白0.3W铜/US29-MLS（5代小芯片）,x1738859540,pcs,--,采购,3010128025
3724,灯珠/2835/正白6000K/9V三晶1W/WFC(区块),x1738857352,pcs,--,采购,3010138036
8943,灯珠/2835/冷白1.5W/10000K-13000K/C777,x1735626289,pcs,3010150050,采购,3010150050
3804,灯珠/5054/黄光0.5W/YX,x1738859902,pcs,--,采购,3010216017
3780,灯珠/5054/暖白0.2W/MLS,x1738859625,pcs,--,采购,3010213001
8888,灯珠/5054/蓝0.2W/铁,x1735535937,pcs,"",采购,3010217017
6516,线材/16支09/1.8外径/蓝白并线,x1739954113,M,--,采购,3040303012
8956,线路板/HH6961/5代/0.67/3L1R/竖电阻,x1735630123,pcs,"",采购,3032603093
10396,贴背胶半成品/6614/红/G.LIGHT,x1744947692,pcs,--,委外,""
10398,贴背胶半成品/6614/绿/G.LIGHT,x1744947713,pcs,--,委外,""
3771,灯珠/5050/高亮RGB-YJ-GE/JHL,x1738860888,pcs,--,采购,3010956068
8931,贴片电阻/10Ω/1206±5%,x1735620012,pcs,"",采购,""
9477,背胶/55mm*50m/SSATECH大红字体,x1738856274,m,"",采购,3080189068(T)
8781,碳膜电阻/33Ω/1/6W±5%/编带,x1735286646,pcs,"",采购,""
8633,贴片电阻/10Ω/0805±1%,x1735020247,pcs,--,采购,""
9045,贴片电阻/22Ω/1206±5%,x1735898106,pcs,"",采购,""
9012,背胶/55mm*50m/SW灰色,x1735880466,m2,"",采购,3080189043
9011,透镜/7015,x1735880414,pcs,"",采购,3061100000
8439,透镜/2灯,x1736400887,pcs,--,采购,3060900000
8692,透镜/1代-2代-6512,x1735550863,pcs,3060207000,采购,3060207000
8922,侧光源透镜/10*65°,x1735615675,pcs,3060801000,采购,3060801000
8431,透镜/七彩,x1738747254,pcs,--,采购,3061400000
4353,PVC/21P/白184（比重1.55）,x1738746170,pcs,--,采购,3070315013
9474,外箱/37*28*39/FORTUNE,x1738856018,pcs,--,采购,""
8889,灯珠/5054/绿0.1W/铁,x1735536073,pcs,"",采购,3010220017
5931,电阻/1206/10欧,x1738752525,pcs,--,采购,3020101001
10397,贴背胶半成品/6614/黄/G.LIGHT,x1744947702,pcs,--,委外,""
8637,贴片电阻/2.4KΩ/1206±5%,x1735023223,pcs,"",采购,3090060919
8779,碳膜电阻/47KΩ/1/4W±5%/编带,x1735286594,pcs,"",采购,3090101071
8621,贴片电阻/5.1KΩ/0805±5%,x1735018525,pcs,"",采购,3090060306
10399,贴背胶半成品/6614/蓝/G.LIGHT,x1744947724,pcs,--,委外,""
6254,穿卡槽半成品/5054-7211纸3L1R/暖白/SE,x1739760640,pcs,--,委外,2041543064
6256,穿卡槽半成品/5054-7211纸3L1R/红/SE,x1739760751,pcs,--,委外,2041544064
6255,穿卡槽半成品/5054-7211纸3L1R/正白,2041534000,pcs,--,委外,
6257,穿卡槽半成品/5054-7211纸3L1R/红0.2W,2041537000,pcs,--,委外,
5922,贴片电阻/180Ω/0805/±5%,x1738753223,pcs,--,采购,""
10401,注塑半成品/6614/白/G.LIGHT,x1744947768,pcs,--,委外,""
10403,注塑半成品/6614/红/G.LIGHT,x1744947802,pcs,--,委外,""
5940,贴片电阻,x1739780772,pcs,--,采购,""
8632,贴片电阻/47Ω/1206±5%,x1735019198,pcs,"",采购,3020112002
8697,贴片电阻/33Ω/1206±5%,x1735140972,pcs,3020108002,采购,3020108001
10408,焊线半成品/6614/白/G.LIGHT,x1744947891,pcs,--,委外,""
10417,贴片半成品/6614/红/G.LIGHT,x1744948038,pcs,--,委外,""
9467,外箱/39.5*27.5*29.5/diamond,x1738855821,pcs,--,采购,3110437048
10400,贴背胶半成品/6614/粉/G.LIGHT,x1744947737,pcs,--,委外,""
5929,贴片电阻/100Ω/1206±5%,x1738752782,pcs,--,采购,3020119001
9055,金属膜电阻/2.61KΩ/1/4W±1%/编带,x1736126728,pcs,"",采购,""
9059,金属膜电阻/23.2KΩ/1/4W±1%/编带,x1736127340,pcs,"",采购,""
9060,金属膜电阻/10KΩ/1/4W±1%/编带,x1736127372,pcs,"",采购,""
9061,金属膜电阻/2.61KΩ/1/6W±1%/编带,x1736127402,pcs,"",采购,3090102813
5923,贴片电阻/360Ω/0805±5%,x1735020438,pcs,--,采购,""
4365,PVC/35P/白/比重1.55,x1738746393,G,--,采购,3070316010
5996,贴片电阻/47Ω/1210±5%,x1735019768,pcs,--,采购,""
6991,外箱/45*28*29.5cm/ABNER（注塑）,x1738766867,pcs,--,采购,3110437056
6258,穿卡槽半成品/5054-7211纸3L1R/绿0.2W,2041523000,pcs,--,委外,
6260,穿卡槽半成品/5054-7211纸3L2R/正白0.2W,2041742000,pcs,--,委外,
6262,穿卡槽半成品/5054-7211纸3L2R/白0.2W(RS),2041714086,pcs,--,委外,
6261,穿卡槽半成品/5054-7211纸3L2R/白0.2W,x1744683236,pcs,--,委外,2041736000
10402,注塑半成品/6614/暖白/G.LIGHT,x1744947791,pcs,--,委外,""
10418,贴片半成品/6614/黄/G.LIGHT,x1744948053,pcs,--,委外,""
10420,贴片半成品/6614/蓝/G.LIGHT,x1744948074,pcs,--,委外,""
11624,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-白,x1755076552,pcs,--,采购,""
5731,"电源零件/贴片二极管/RS1J(1A,600V,75nS),SMAF",3090066574,pcs,--,采购,
9037,外箱/39.5*29.5*19cm/SSATECH,x1735893092,pcs,2000装,采购,3110477031（T）
10503,注塑模组/低压侧光源/暖白/G.LIGHT,x1745050299,pcs,--,自制,""
6900,外箱/60*27.5*27.5cm（2代）,x1738767369,pcs,--,采购,3080464000
10404,注塑半成品/6614/黄/G.LIGHT,x1744947814,pcs,--,委外,""
10405,注塑半成品/6614/绿/G.LIGHT,x1744947826,pcs,--,委外,""
10406,注塑半成品/6614/蓝/G.LIGHT,x1744947837,pcs,--,委外,""
9056,氧化膜电阻/10Ω/1/2W±5%/编带,x1736126867,pcs,"",采购,""
9057,金属膜电阻/2.70KΩ/1/4W±1%/编带,x1736127257,pcs,"",采购,""
9058,金属膜电阻/23.2KΩ/1/6W±1%/编带,x1736127267,pcs,"",采购,""
9062,金属膜电阻/2.70KΩ/1/6W±1%/编带,x1736127436,pcs,"",采购,""
10407,注塑半成品/6614/粉/G.LIGHT,x1744947849,pcs,--,委外,""
10409,焊线半成品/6614/暖白/G.LIGHT,x1744947906,pcs,--,委外,""
10410,焊线半成品/6614/红/G.LIGHT,x1744947917,pcs,--,委外,""
10411,焊线半成品/6614/黄/G.LIGHT,x1744947928,pcs,--,委外,""
10412,焊线半成品/6614/绿/G.LIGHT,x1744947938,pcs,--,委外,""
10413,焊线半成品/6614/蓝/G.LIGHT,x1744947949,pcs,--,委外,""
10414,焊线半成品/6614/粉/G.LIGHT,x1744947963,pcs,--,委外,""
10415,贴片半成品/6614/白/G.LIGHT,x1744947987,pcs,--,委外,""
10416,贴片半成品/6614/暖白/G.LIGHT,x1744948026,pcs,--,委外,""
5480,电源零件/手插件/光耦/PC817C DIP4,3090321368,pcs,--,采购,3090321368
5330,电源零件/堵头/大号/GB二代,3090036185,pcs,--,采购,
5298,"电源零件/卧式插件/跳线（手插件）/1.0*15mm,L=3.5mm",3090147870,pcs,--,采购,
8758,驱动变压器/EE13/(5+5)(30:30:30)L≥800uH以上/(EE13-004-T)/排距8.5mm/L=3.5mm,x1735280275,pcs,"",采购,3090331058
10419,贴片半成品/6614/绿/G.LIGHT,x1744948064,pcs,--,委外,""
9063,电解电容/82uF套150uF/400V(510VF)/±20%/+105℃/18*32mm/导针型/P=7.5mm/脚长3.5mm,x1736132327,pcs,"",采购,""
6264,穿卡槽半成品/5054-7211纸3L3R/暖白0.2W/Mars,2041615076,pcs,--,委外,
6265,穿卡槽半成品/5054-7211纸3L3R/暖白0.2W/Quantum,2041615075,pcs,--,委外,
6266,穿卡槽半成品/5054-7211纸3L3R/暖白0.2W/Smart,2041615074,pcs,--,委外,
6267,穿卡槽半成品/5054-7211纸3L3R/暖白光/VOLT,2041629065,pcs,--,委外,
6268,穿卡槽半成品/5054-7211纸3L3R/白0.2W/Mars,2041614076,pcs,--,委外,
6269,穿卡槽半成品/5054-7211纸3L3R/白0.2W/Quantum,2041614075,pcs,--,委外,
6270,穿卡槽半成品/5054-7211纸3L3R/白0.2W/Smart,2041614074,pcs,--,委外,
6271,穿卡槽半成品/5054-7211纸3L3R/白光/VOLT,2041636065,pcs,--,委外,
6272,穿卡槽半成品/5054-7211纸3L3R/粉光/VOLT,2041625065,pcs,--,委外,
6273,穿卡槽半成品/5054-7211纸3L3R/红0.2W/Mars,2041641076,pcs,--,委外,
6274,穿卡槽半成品/5054-7211纸3L3R/红0.2W/Quantum,2041641075,pcs,--,委外,
10421,贴片半成品/6614/粉/G.LIGHT,x1744948084,pcs,--,委外,""
11625,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-暖白,x1755076559,pcs,--,采购,""
6827,内箱/32*27*14cm/睿通内盒,x1738765799,pcs,--,采购,3080420007
6931,外箱/62*30*30.5cm/LED,x1738766089,pcs,--,采购,3080464010
11626,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-蓝,x1755076569,pcs,--,采购,""
11628,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-绿,x1755076593,pcs,--,采购,""
6275,穿卡槽半成品/5054-7211纸3L3R/红0.2W/Smart,2041641074,pcs,--,委外,
6276,穿卡槽半成品/5054-7211纸3L3R/红光/VOLT,2041637065,pcs,--,委外,
6277,穿卡槽半成品/5054-7211纸3L3R/绿0.2W/Quantum,2041623075,pcs,--,委外,
6278,穿卡槽半成品/5054-7211纸3L3R/绿光/VOLT,2041638065,pcs,--,委外,
6279,穿卡槽半成品/5054-7211纸3L3R/蓝0.2W,2041520000,pcs,--,委外,
6280,穿卡槽半成品/5054-7211纸3L3R/蓝0.2W/Quantum,2041620075,pcs,--,委外,
6281,穿卡槽半成品/5054-7211纸3L3R/蓝光/VOLT,2041628065,pcs,--,委外,
6282,穿卡槽半成品/5054-7211纸3L3R/黄0.2W/Mars,2041618076,pcs,--,委外,
6283,穿卡槽半成品/5054-7211纸3L3R/黄0.2W/Quantum,2041618075,pcs,--,委外,
6284,穿卡槽半成品/5054-7211纸3L3R/黄0.2W/Smart,2041618074,pcs,--,委外,
6285,穿卡槽半成品/5054-7211纸3L3R/黄光/VOLT,2041626065,pcs,--,委外,
6286,穿卡槽半成品/5054-7211纸3L4R/暖白/LUX,2041443085,pcs,--,委外,
6435,竖条砂银200W盖子,3090035979,pcs,--,采购,
9510,线路板/HH10470/6413/3L1R /0.63/15铜/竖电阻,x1739179432,pcs,--,采购,3033503153
11511,注塑模组/6512/白/HMT/A,x1754621107,pcs,"",自制,""
7052,贴片光耦/PC817C/SOP-4,x1736132780,pcs,--,采购,""
11627,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-红,x1755076580,pcs,--,采购,""
10423,外箱/34.5*30*30.5cm/6614/G.LIGHT（2000装）,x1744959462,pcs,2000装,采购,""
7050,"贴片三极管\S8050(J3Y)\(VCEO:40V,500mA)\SOT-23\-40~+85℃",3090070925,pcs,--,采购,3090070925
6946,外箱/68*29*31cm/LED,x1738765829,pcs,--,采购,3080497010
6859,外箱/52*30*30cm/LED,x1738766017,pcs,--,采购,3080463010
6870,外箱/54*30*56cm（双色区块链),x1738766502,pcs,..,采购,30804108086
9064,AI(机插)电源板半成品/MC055/12V-400W(龙腾智控),x1736144098,pcs,"",委外,""
11512,贴背胶半成品/6512/白/HMT/A,x1754621124,pcs,"",委外,""
11629,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-紫,x1755076603,pcs,--,采购,""
11513,注塑半成品/6512/白/HMT/A,x1754621134,pcs,"",自制,""
11514,焊线半成品/6512/白/HMT/A,x1754621143,pcs,"",自制,""
11631,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-粉,x1755076624,pcs,--,采购,""
11515,贴片半成品/6512/白/HMT/A,x1754621152,pcs,"",委外,""
6287,穿卡槽半成品/5054-7211纸3L4R/暖白/TURBO,2041443020,pcs,--,委外,
6288,穿卡槽半成品/5054-7211纸3L4R/暖白0.2W/MERDAS,2041415069,pcs,--,委外,
12877,线路板/HH7299B/2代0.8/3L1R/竖电阻/无字符,x1773304291,pcs,--,采购,""
12878,注塑半成品/7015/白/POWER,x1773387043,pcs,"",自制,""
9065,AI(机插)电源板半成品/MC055/24V-400W(龙腾智控),x1736145519,pcs,"",委外,""
1459,卡槽/6409奶白/3.7cm3M背胶贴好,x1738767802,pcs,--,采购,3050102000
6289,穿卡槽半成品/5054-7211纸3L4R/暖白0.2W/P,2041415068,pcs,--,委外,
6290,穿卡槽半成品/5054-7211纸3L4R/暖白0.2W/SSA,2041415009,pcs,--,委外,
6291,穿卡槽半成品/5054-7211纸3L4R/暖白0.2W/Startech,2041415074,pcs,--,委外,
6292,穿卡槽半成品/5054-7211纸3L4R/暖白0.2WMLS/ABNER,2041429011,pcs,--,委外,
6293,穿卡槽半成品/5054-7211纸3L4R/暖白0.2WMLS/AIu one,2041429063,pcs,--,委外,
8690,头尾线/12支14/1.8外径/1000米/白注红黑并线,x1735139321,m,3040505015,采购,3040505015
6294,穿卡槽半成品/5054-7211纸3L4R/暖白0.2WMLS/CL,2041429010,pcs,--,委外,
6296,穿卡槽半成品/5054-7211纸3L4R/暖白0.2WMLS/SENATOR,2041429052,pcs,--,委外,
6297,穿卡槽半成品/5054-7211纸3L4R/白/LUX,2041439085,pcs,--,委外,
6298,穿卡槽半成品/5054-7211纸3L4R/白/TURBO,2041439020,pcs,--,委外,
6299,穿卡槽半成品/5054-7211纸3L4R/白0.2W/MERDAS,2041414069,pcs,--,委外,
9030,背胶/70mm*50m/iNE灰字,x1735891806,pcs,"",采购,3110150045
10428,注塑模组/5代/绿/G.LIGHT,x1745030391,pcs,--,自制,""
10427,注塑模组/5代/黄/G.LIGHT,x1745030373,pcs,--,自制,""
10426,注塑模组/5代/红/G.LIGHT,x1745030360,pcs,--,自制,""
10425,注塑模组/5代/暖白/G.LIGHT,x1745030345,pcs,--,自制,""
11516,注塑模组/6代/白/HEGOCOM,x1754624360,pcs,"",自制,""
9473,外箱/58*27*32/FORTUNE,x1738856007,pcs,--,采购,""
9511,PCB板/MC014(Ver03)/L板材/1.6mm/22F/1.0Z/94-V0/130℃/RoHS,x1739340395,pcs,"",采购,""
10431,贴背胶半成品/5代/白/G.LIGHT,x1745030463,pcs,--,委外,""
10432,贴背胶半成品/5代/暖白/G.LIGHT,x1745030475,pcs,--,委外,""
10434,贴背胶半成品/5代/黄/G.LIGHT,x1745030538,pcs,--,委外,""
10436,贴背胶半成品/5代/蓝/G.LIGHT,x1745030574,pcs,--,委外,""
10429,注塑模组/5代/蓝/G.LIGHT,x1745030404,pcs,--,自制,""
6306,穿卡槽半成品/5054-7211纸3L4R/白/LUMEN,x1763707379,pcs,--,委外,2041436051
9471,外箱/7211-ABNER,x1738855975,pcs,--,采购,""
10444,注塑半成品/5代/粉/G.LIGHT,x1745031045,pcs,--,委外,""
9067,AI(机插)电源板半成品/MC043/智能B25-24V400W,x1736146323,pcs,"",委外,""
6619,线路板/4040-3609玻/月牙,x1738854251,pcs,--,采购,3032000000
6300,穿卡槽半成品/5054-7211纸3L4R/白0.2W/P,2041414068,pcs,--,委外,
6301,穿卡槽半成品/5054-7211纸3L4R/白0.2W/SSA,2041414009,pcs,--,委外,
10455,贴片半成品/5代/黄/G.LIGHT,x1745031246,pcs,--,委外,""
6302,穿卡槽半成品/5054-7211纸3L4R/白0.2W/Startech,2041414074,pcs,--,委外,
6303,穿卡槽半成品/5054-7211纸3L4R/白0.2WMLS/ABNER,2041436011,pcs,--,委外,
6304,穿卡槽半成品/5054-7211纸3L4R/白0.2WMLS/AIu one,2041436063,pcs,--,委外,
6305,穿卡槽半成品/5054-7211纸3L4R/白0.2WMLS/CL,2041436010,pcs,--,委外,
10433,贴背胶半成品/5代/红/G.LIGHT,x1745030499,pcs,--,委外,""
10435,贴背胶半成品/5代/绿/G.LIGHT,x1745030559,pcs,--,委外,""
9512,PCBA半成品/MC014(Ver02)/智能A-12V-600W,x1739340761,pcs,"",自制,""
10437,贴背胶半成品/5代/粉/G.LIGHT,x1745030762,pcs,--,委外,""
10430,注塑模组/5代/粉/G.LIGHT,x1745030419,pcs,--,自制,""
10445,焊线半成品/5代/白/G.LIGHT,x1745031059,pcs,--,委外,""
10446,焊线半成品/5代/暖白/G.LIGHT,x1745031123,pcs,--,委外,""
11630,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-橙,x1755076611,pcs,--,采购,""
10447,焊线半成品/5代/红/G.LIGHT,x1745031135,pcs,--,委外,""
10448,焊线半成品/5代/黄/G.LIGHT,x1745031147,pcs,--,委外,""
9524,注塑半成品/6614/白/SSATECH,x1739607719,pcs,--,委外,""
9472,外箱/8218CC,x1738855993,pcs,--,采购,""
9515,SMT电源板半成品/MC014/智能A-24V-600W,x1739340894,pcs,"",委外,""
9514,SMT电源板半成品/MC014/智能A-12V-600W,x1739340854,pcs,"",委外,""
6643,线路板/5054-6409纸/3L1R/Uz,x1738854817,pcs,--,采购,3030503149/3030503104
10449,焊线半成品/5代/绿/G.LIGHT,x1745031158,pcs,--,委外,""
10450,焊线半成品/5代/蓝/G.LIGHT,x1745031178,pcs,--,委外,""
10453,贴片半成品/5代//暖白/G.LIGHT,x1745031214,pcs,--,委外,""
10451,焊线半成品/5代/粉/G.LIGHT,x1745031190,pcs,--,委外,""
10452,贴片半成品/5代/白/G.LIGHT,x1745031202,pcs,--,委外,""
10424,注塑模组/5代/白/G.LIGHT,x1745030295,pcs,--,自制,""
6646,线路板/5054-6409纸/3L1R/中性-蓝字,x1738854686,pcs,--,采购,3030503005
6674,线路板/5054-7512纸/3L2R/中性,x1738854913,pcs,--,采购,3030304005
9465,线路板/7594,x1738855647,pcs,--,采购,""
9478,背胶/55mm*50m/7015/3M红色字符,x1738856307,m,"",采购,3080189087
9068,PCB板/MC026(Ver02)/FR-4板材/1.2mm/1.0Z/94-V0/130℃/RoHS/170*134mm/2,x1736147486,pcs,"",采购,3140107094
10438,注塑半成品/5代/白/G.LIGHT,x1745030950,pcs,--,委外,""
9513,PCBA半成品/MC014(Ver02)/智能A-24V-600W,x1739340794,pcs,"",自制,""
10439,注塑半成品/5代/暖白/G.LIGHT,x1745030964,pcs,--,委外,""
9466,彩盒/28.9*15.5*7.6cm/JBN(7314),x1738855745,pcs,--,采购,3110368057
9469,外箱/60*26.5*26cm/新国兴（5代）,x1738855908,pcs,--,采购,3110446060
10440,注塑半成品/5代/红/G.LIGHT,x1745030986,pcs,--,委外,""
6307,穿卡槽半成品/5054-7211纸3L4R/白0.2WMLS/SENATOR,2041436052,pcs,--,委外,
6308,穿卡槽半成品/5054-7211纸3L4R/粉0.2WYX/ABNER,2041425011,pcs,--,委外,
6309,穿卡槽半成品/5054-7211纸3L4R/粉0.2WYX/CL,2041425010,pcs,--,委外,
10442,注塑半成品/5代/绿/G.LIGHT,x1745031019,pcs,--,委外,""
10443,注塑半成品/5代/蓝/G.LIGHT,x1745031033,pcs,--,委外,""
10454,贴片半成品/5代/红/G.LIGHT,x1745031234,pcs,--,委外,""
10456,贴片半成品/5代/绿/G.LIGHT,x1745031261,pcs,--,委外,""
10458,贴片半成品/5代/粉/G.LIGHT,x1745031286,pcs,--,委外,""
10460,注塑模组/6114/暖白/G.LIGHT,x1745031716,pcs,--,自制,""
10462,注塑模组/6114/黄/G.LIGHT,x1745031741,pcs,--,自制,""
10464,注塑模组/6114/G.LIGHT,x1745031770,pcs,--,自制,""
10466,注塑模组/6114/蓝/G.LIGHT,x1745031802,pcs,--,自制,""
10468,贴背胶半成品/6114/白/G.LIGHT,x1745031839,pcs,--,委外,""
10470,贴背胶半成品/6114/红/G.LIGHT,x1745031862,pcs,--,委外,""
9071,(防水400W外壳)底壳/L230*W74*H35.2mm/铝型材外壳带两个铆钉(宝蓝色),x1736149410,pcs,"",采购,3140604346
9517,组装半成品/24V-600W/智能A防雨电源,x1739341078,pcs,"",自制,""
9516,组装半成品/12V-600W/智能A防雨电源,x1739341009,pcs,"",自制,""
10472,贴背胶半成品/6114/绿/G.LIGHT,x1745031882,pcs,--,委外,""
11632,霓虹灯-12V-2835-120D-8MM-816柔软-5米吸塑-冰蓝,x1755076630,pcs,--,采购,""
10474,贴背胶半成品/6114/粉/G.LIGHT,x1745031904,pcs,--,委外,""
10476,注塑半成品/6114/暖白/G.LIGHT,x1745031933,pcs,--,委外,""
11517,丝印/6代/HEGOCOM,x1754623622,pcs,"",自制,""
9069,防水电源外箱60-400W/30.5*30.5*24CM/中性,x1736149162,pcs,"",采购,3130242022
11519,注塑半成品/6代/白/HEGOCOM,x1754624397,pcs,"",自制,""
12879,贴背胶半成品/7015/白/POWER,x1773387057,pcs,"",委外,""
11521,焊线半成品/6代/白/HEGOCOM,x1754624423,pcs,"",自制,""
11523,注塑模组/6代/暖白/HEGOCOM,x1754624453,pcs,"",自制,""
10457,贴片半成品/5代/蓝/G.LIGHT,x1745031273,pcs,--,委外,""
10459,注塑模组/6114/白/G.LIGHT,x1745031700,pcs,--,自制,""
11633,洗墙灯/220V-35*22*0.5M-9W/暖白/黑色玻璃,x1755133640,pcs,--,采购,""
10461,注塑模组/6114/红/G.LIGHT,x1745031729,pcs,--,自制,""
12880,注塑模组/7015/白/POWER,x1773387071,pcs,"",自制,""
10463,注塑模组/5代/6114/G.LIGHT,x1745031752,pcs,--,自制,""
9518,镀锡铁跳线/Φ0.6/14.64KG/(轴)(电子引线),x1739344697,G,"",采购,""
10465,注塑模组/6114/绿/G.LIGHT,x1745031788,pcs,--,自制,""
9482,静电袋/22*35cm,x1738856646,pcs,"",采购,3080210100
9074,(防水200W外壳)底壳/L190*W74*H35.2mm/铝型材外壳带两个铆钉/(宝蓝色),x1736149839,pcs,"",采购,3140604342
9077,(防水100W外壳)面盖/L174.5*W53.2*H7.6mm/铝型材(宝蓝色),x1736150585,pcs,"",采购,3140604339
10467,注塑模组/6114/粉/G.LIGHT,x1745031813,pcs,--,自制,""
10469,贴背胶半成品/6114/暖白/G.LIGHT,x1745031850,pcs,--,委外,""
9114,焊线半成品/5代/黄/ECO,x1736173996,pcs,"",自制,1736173996
10471,贴背胶半成品/6114/黄/G.LIGHT,x1745031872,pcs,--,委外,""
10473,贴背胶半成品/6114/蓝/G.LIGHT,x1745031892,pcs,--,委外,""
10475,注塑半成品/6114/白/G.LIGHT,x1745031918,pcs,--,委外,""
10477,注塑半成品/6114/红/G.LIGHT,x1745031964,pcs,--,委外,""
10479,注塑半成品/6114/绿/G.LIGHT,x1745032027,pcs,--,委外,""
10480,注塑半成品/6114/蓝/G.LIGHT,x1745032039,pcs,--,委外,""
11518,贴背胶半成品/6代/白/HEGOCOM,x1754624387,pcs,"",委外,""
10478,注塑半成品/6114/黄/G.LIGHT,x1745032005,pcs,--,委外,""
3650,灯珠/2835/冷白0.2W铁/C20MLS（滴胶白铁）,x1738858345,pcs,--,采购,3010102006
11526,焊线半成品/6代/暖白/HEGOCOM,x1754624478,pcs,"",自制,""
11634,洗墙灯/220V-35*22*0.3M-6W/暖白/黑色玻璃,x1755133663,pcs,--,采购,""
9483,静电袋/25*35cm,x1738856671,pcs,"",采购,3110226000
9080,注塑模组/5代/蓝,x1736151213,pcs,"",自制,""
9082,焊线半成品/5代/蓝,x1736151278,pcs,"",自制,""
9084,贴背胶半成品/5代/蓝,x1736151339,pcs,"",委外,""
9484,静电袋/25*50,x1738856696,pcs,"",采购,""
9486,静电袋/31.5*40cm,x1738856797,pcs,"",采购,3080205000
8896,灯珠/2835/点粉蓝0.5W/铜/3.0-3.2,x1735540844,pcs,"",采购,3010118001
9519,CS270125A铁硅铝磁环/Φ1.5*2P*12.5TS/立式/(22uH铜包铝)/排距15mm分脚/脚长5mm,x1739426221,pcs,--,采购,3090333819
11522,贴片半成品/6代/白/HEGOCOM,x1754624431,pcs,"",委外,""
11524,贴背胶半成品/6代/暖白/HEGOCOM,x1754624460,pcs,"",委外,""
12881,成品/高压漫反射/2303恒流/0.8米白,x1773632089,pcs,--,采购,""
6310,穿卡槽半成品/5054-7211纸3L4R/粉0.2WYX/LUMEN,2041425051,pcs,--,委外,
9491,灯珠/2835/Q-2835RZ红光,x1738859277,pcs,--,采购,""
10481,注塑半成品/6114/粉/G.LIGHT,x1745032049,pcs,--,委外,""
10482,焊线半成品/6114/白/G.LIGHT,x1745032086,pcs,--,委外,""
10483,焊线半成品/6114/暖白/G.LIGHT,x1745032100,pcs,--,委外,""
9520,超声波模组/6818光学透镜/6500k/三星灯珠,x1739431791,pcs,--,采购,""
10484,焊线半成品/6114/红/G.LIGHT,x1745032110,pcs,--,委外,""
9081,贴片半成品/5代/蓝,x1736151260,pcs,"",委外,""
9083,注塑半成品/5代/蓝,x1736151315,pcs,"",自制,""
10485,焊线半成品/6114/黄/G.LIGHT,x1745032119,pcs,--,委外,""
